MSSubClass-20,MSSubClass-30,MSSubClass-40,MSSubClass-45,MSSubClass-50,MSSubClass-60,MSSubClass-70,MSSubClass-75,MSSubClass-80,MSSubClass-85,MSSubClass-90,MSSubClass-120,MSSubClass-150,MSSubClass-160,MSSubClass-180,MSSubClass-190,MSZoning-C (all),MSZoning-FV,MSZoning-RH,MSZoning-RL,MSZoning-RM,LotFrontage,LotArea,Street-Grvl,Street-Pave,LotConfig-Corner,LotConfig-CulDSac,LotConfig-FR2,LotConfig-FR3,LotConfig-Inside,LandSlope-Gtl,LandSlope-Mod,LandSlope-Sev,Neighborhood-Blmngtn,Neighborhood-Blueste,Neighborhood-BrDale,Neighborhood-BrkSide,Neighborhood-ClearCr,Neighborhood-CollgCr,Neighborhood-Crawfor,Neighborhood-Edwards,Neighborhood-Gilbert,Neighborhood-IDOTRR,Neighborhood-MeadowV,Neighborhood-Mitchel,Neighborhood-NAmes,Neighborhood-NoRidge,Neighborhood-NPkVill,Neighborhood-NridgHt,Neighborhood-NWAmes,Neighborhood-OldTown,Neighborhood-Sawyer,Neighborhood-SawyerW,Neighborhood-Somerst,Neighborhood-StoneBr,Neighborhood-SWISU,Neighborhood-Timber,Neighborhood-Veenker,BldgType-1Fam,BldgType-2fmCon,BldgType-Duplex,BldgType-Twnhs,BldgType-TwnhsE,HouseStyle-1.5Fin,HouseStyle-1.5Unf,HouseStyle-1Story,HouseStyle-2.5Fin,HouseStyle-2.5Unf,HouseStyle-2Story,HouseStyle-SFoyer,HouseStyle-SLvl,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle-Flat,RoofStyle-Gable,RoofStyle-Gambrel,RoofStyle-Hip,RoofStyle-Mansard,RoofStyle-Shed,RoofMatl-ClyTile,RoofMatl-CompShg,RoofMatl-Membran,RoofMatl-Metal,RoofMatl-Roll,RoofMatl-Tar&Grv,RoofMatl-WdShake,RoofMatl-WdShngl,MasVnrType-BrkCmn,MasVnrType-BrkFace,MasVnrType-Stone,MasVnrArea,Foundation-BrkTil,Foundation-CBlock,Foundation-PConc,Foundation-Slab,Foundation-Stone,Foundation-Wood,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating-Floor,Heating-GasA,Heating-GasW,Heating-Grav,Heating-OthW,Heating-Wall,Electrical-1,Electrical-FuseA,Electrical-FuseF,Electrical-FuseP,Electrical-Mix,Electrical-SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath-0,BsmtFullBath-1,BsmtFullBath-2,BsmtFullBath-3,BsmtHalfBath-0,BsmtHalfBath-1,BsmtHalfBath-2,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType-2Types,GarageType-Attchd,GarageType-Basment,GarageType-BuiltIn,GarageType-CarPort,GarageType-Detchd,GarageYrBlt,GarageCars-0,GarageCars-1,GarageCars-2,GarageCars-3,GarageCars-4,GarageCars-5,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence-GdPrv,Fence-GdWo,Fence-MnPrv,Fence-MnWw,MiscFeature-Gar2,MiscFeature-Othr,MiscFeature-Shed,MiscFeature-TenC,SaleType-COD,SaleType-Con,SaleType-ConLD,SaleType-ConLI,SaleType-ConLw,SaleType-CWD,SaleType-New,SaleType-NONE,SaleType-Oth,SaleType-WD,SaleCondition-Abnorml,SaleCondition-AdjLand,SaleCondition-Alloca,SaleCondition-Family,SaleCondition-Normal,SaleCondition-Partial,HasLotFrontage,HasCentralAir,HasAlley,HasLandContour,ElectricalOk,HasMasVnr,HasGarageYr,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,Condition_Feedr,Condition_PosN,Condition_Artery,Condition_RRAe,Condition_RRNn,Condition_RRAn,Condition_PosA,Condition_RRNe,Exterior_VinylSd,Exterior_MetalSd,Exterior_Wd.Sdng,Exterior_HdBoard,Exterior_BrkFace,Exterior_WdShing,Exterior_CemntBd,Exterior_Plywood,Exterior_AsbShng,Exterior_Stucco,Exterior_BrkComm,Exterior_AsphShn,Exterior_Stone,Exterior_ImStucc,Exterior_CBlock,Exterior_Wd.Shng,Exterior_CmentBd,Exterior_Brk.Cmn,Exterior_Other,SalePriceLog,MiscValLog,YrMoSold,newer_dwelling,SaleCondition_PriceDown,HouseDirectModifiedAfterBuilt,HouseDirectSoldAfterBuilt,HouseIsModified,GarageDirectBuilt,YrMoSoldCount,Scored Labels
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1.00868687595566,-0.963283767193298,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,5,1999,1999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,0,1,0,0,0,0.357229415335753,-0.293025279752882,-1.0661282778593,-0.805852739174348,0,1,0,0,0,0,0,0,0,0,0,1,-1.18171749846864,0.894753161518058,-0.101197016502059,-0.167521384369489,0,1,0,0,1,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,0,0,0,0,0,1,1999,0,0,1,0,0,0,0.0523781530315144,-0.740760408320604,-0.0516075842168084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,3,4,3,3,0,3,3,7,5,1,2,3,3,1,0,1,0.297607266471232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9511803959014,2.30258509299405,201008,0,0,,,,,79,11.9816513061523
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8448316329266,-0.767231326647461,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1941,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,-0.968704544391867,-0.293025279752882,0.301286260453262,-0.812654767234095,0,0,0,1,0,0,0,1,0,0,0,0,-1.18936480734437,-0.785025043886639,-0.101197016502059,-1.5964758003063,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.19357441132175,-0.740760408320604,-0.406826774616959,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,2,2,1,1,3,0,0,0,7,1,1,0,3,2,1,0,0,-0.250997476711292,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8685684485797,2.30258509299405,200606,0,0,,,,,51,11.0848236083984
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.305691530174723,-0.125432231173667,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1999,1999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.316534654335495,0,0,1,0,0,0,0.420891807441881,-0.293025279752882,-0.729393915679165,-0.404533083649249,0,1,0,0,0,0,0,0,0,0,0,1,-0.707584348173547,1.33336191515151,-0.101197016502059,0.571661121246512,0,1,0,0,1,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,0,1,0,0,0,0,1999,0,0,1,0,0,0,0.534979530495853,-0.740760408320604,0.599627598183467,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,2,3,4,3,3,0,3,3,7,6,1,2,3,2,1,0,2,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.170445467887,2.30258509299405,200809,0,1,,,,,108,12.2831830978394
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0229030713578732,-0.0332393952895639,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1925,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,-0.968704544391867,-0.293025279752882,0.285359635215013,-0.828526166040173,0,1,0,0,0,0,0,0,0,0,0,1,-0.891119761191004,0.423482053890629,-0.101197016502059,-0.341446679808548,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,0.98684936683629,-0.924311211315714,0,0,0,0,0,1,1940,0,1,0,0,0,0,-1.21909086067261,-0.740760408320604,1.84289476458399,0.574495052225443,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,2,2,1,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.580584113444,2.30258509299405,200612,0,1,,,,,40,11.4104290008545
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.783647314222135,0.117667722595007,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2006,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,0,1,0,0,0,-0.916018426786796,-0.293025279752882,2.43772927455558,1.37079623994483,0,1,0,0,0,0,0,0,0,0,0,1,1.26542134176412,-0.785025043886639,-0.101197016502059,0.306820330464309,1,0,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,0,1,0,0,0,0,2006,0,0,0,1,0,0,1.63939422123155,-0.740760408320604,1.45807397498383,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,3,0,2,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4280154762679,2.30258509299405,200710,1,0,,,,,107,12.3832483291626
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.305691530174723,-0.171718868171876,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2005,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.119648555239297,0,0,1,0,0,0,1.06190623830358,-0.293025279752882,-0.481393608397852,0.504671333670326,0,1,0,0,0,0,0,0,0,0,0,1,0.291664011588165,-0.785025043886639,-0.101197016502059,-0.448173565646152,0,1,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,0,1,0,0,0,0,2005,0,0,1,0,0,0,0.163747701677131,1.34611503839226,0.74763559418353,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,1,0,2,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2209612580239,2.30258509299405,200701,1,0,,,,,31,12.3015108108521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.680092274423065,-0.823409354565835,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,2005,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.119648555239297,0,0,1,0,0,0,0.23209988602371,-0.293025279752882,-1.27544963813343,-1.14368679947514,0,1,0,0,0,0,0,0,0,0,0,1,-0.223254786044146,-0.785025043886639,-0.101197016502059,-0.847411175631265,0,1,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,0,0,1,0,0,0,2005,0,0,1,0,0,0,0.242634465301109,-0.740760408320604,-0.288420377816909,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,3,2,3,0,3,3,7,6,1,2,3,3,4,0,3,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8844890214027,2.30258509299405,200608,0,0,,,,,74,11.8575000762939
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.455052712689539,-0.139762066737496,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,5,1999,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.22245362806775,0,0,1,0,0,0,0.497725728949276,-0.293025279752882,-0.510971626697458,-0.107511191706944,0,1,0,0,0,0,0,0,0,0,0,1,-0.3965937872273,1.19338039803445,-0.101197016502059,0.694199397578576,1,0,0,0,1,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,2.17157453260921,0,1,0,0,0,0,1999,0,0,0,1,0,0,0.869088176432703,1.02992178889031,0.86604199098358,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,3,4,3,3,3,3,3,7,6,1,2,3,2,2,0,3,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3458345879053,2.30258509299405,200804,0,0,,,,,27,12.4526624679565
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.232008726878616,-0.538080770330301,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,6,1910,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,1,0,0,0,0,0,-0.968704544391867,-0.293025279752882,0.0896896680022341,-1.02351763708627,0,0,0,1,0,0,0,0,0,0,0,1,-1.42643138249192,0.0735282610979837,-0.101197016502059,-1.05295925205924,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.287758288825272,-0.924311211315714,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.19357441132175,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,2,1,2,3,0,0,0,7,1,1,2,3,3,1,0,0,-0.250997476711292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5427063910705,2.30258509299405,200908,0,1,,,,,69,11.23952293396
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.71112649151253,0.55846868206288,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2004,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,0,1,0,0,0,1.88512682588281,-0.293025279752882,-0.752146237448093,1.08511106143544,0,1,0,0,0,0,0,0,0,0,0,1,0.944234368983569,-0.785025043886639,-0.101197016502059,0.057790930176565,0,1,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,0,1,0,0,0,0,2004,0,0,0,1,0,0,0.729876240625682,0.397535289886414,-0.170013981016859,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,2,3,4,3,3,4,3,3,7,6,1,2,3,0,3,0,3,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4645833406817,2.30258509299405,200703,1,1,,,,,41,12.2748079299927
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.634286131707318,0.17219718536002,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,7,1922,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,1,0,0,0,0,0,-0.968704544391867,-0.293025279752882,0.0623868818795208,-1.05072574932526,0,1,0,0,0,0,0,0,0,0,0,1,0.671480352415959,0.960077869506018,8.17664951411841,2.08362533727924,1,0,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,2.89876085032863,0.623631660646747,0,0,0,0,0,1,1993,0,0,1,0,0,0,0.924772950755511,2.6662218550629,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,2,2,1,2,3,4,3,3,6,1,1,2,3,2,1,0,3,1.66911912442754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1600287070288,2.30258509299405,200812,0,0,,,,,35,12.2126350402832
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.365436003180649,-0.218512755986504,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,7,1972,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,0.471382670146741,-0.293025279752882,-1.02062363432144,-0.642604065740409,0,1,0,0,0,0,0,0,0,0,0,1,-0.998182085451187,-0.785025043886639,-0.101197016502059,-1.44824401442074,0,1,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,0,0,0,0,0,1,1988,0,0,1,0,0,0,-0.35597685866908,-0.282280196542777,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,2,2,3,0,3,3,7,6,1,2,3,3,3,0,1,0.297607266471232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.7981044072039,2.30258509299405,200906,0,0,,,,,45,11.7748184204102
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.634286131707318,-0.0872616072381582,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,7,1942,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.685612754744934,0,1,0,0,0,0,-0.121336152910308,-0.293025279752882,-0.497320233636102,-0.733297773203708,0,1,0,0,0,0,0,0,0,0,0,1,-0.692289730422092,0.978742071788293,-0.101197016502059,0.283103244722619,1,0,0,0,1,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,2.17157453260921,0,1,0,0,0,0,1942,0,1,0,0,0,0,-0.745770278928738,0.587251239587583,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,4,3,3,4,3,3,7,2,1,2,3,3,1,0,1,-0.250997476711292,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8947807074393,2.30258509299405,200709,0,0,,,,,106,11.9752855300903
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18620258416287,-0.350271155551268,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2006,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.0972801855175127,0,0,1,0,0,0,0.532849807352657,-0.293025279752882,-0.103705067033652,0.33462063217664,0,1,0,0,0,0,0,0,0,0,0,1,0.154012451825072,-0.785025043886639,-0.101197016502059,-0.554900451483756,0,1,0,0,1,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.287758288825272,-0.924311211315714,0,1,0,0,0,0,2006,0,0,1,0,0,0,0.73915703634615,0.089246871622013,0.0964004117832542,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,3,0,2,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1756134380455,2.30258509299405,200610,1,0,,,,,120,12.1951570510864
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.425180476186576,0.0630114471258894,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2003,2003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.366863486209509,0,0,1,0,0,0,1.25508866952217,-0.293025279752882,-0.27434748030061,0.91052567456859,0,1,0,0,0,0,0,0,0,0,0,1,0.814230118096203,-0.785025043886639,-0.101197016502059,-0.0430066842256169,0,1,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,0,1,0,0,0,0,2003,0,0,1,0,0,0,0.395767594688832,0.397535289886414,-0.273619578216902,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,3,4,3,3,0,3,3,7,6,1,2,3,2,3,0,2,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3282902782544,2.30258509299405,200709,1,0,,,,,106,12.2234516143799
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.962880733239914,-0.604657439985259,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,7,1954,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,-0.0576737608041807,-0.293025279752882,-0.324402588192251,-0.495226791112548,0,1,0,0,0,0,0,0,0,0,0,1,-0.832490393143761,-0.785025043886639,-0.101197016502059,-1.31977646665325,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,0,0,0,0,0,1,1955,0,1,0,0,0,0,-0.680804708885462,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,3,2,4,3,3,0,3,3,7,3,1,2,3,3,1,0,1,-0.250997476711292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6699292137799,2.30258509299405,200611,1,0,,,,,45,11.6636934280396
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.14211415225769,0.375858388152139,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1914,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,1,0,0,0,0,0,-0.968704544391867,-0.293025279752882,0.424148798005472,-0.690218262158641,0,1,0,0,0,0,0,0,1,0,0,0,-0.682093318587789,1.29603351058696,-0.101197016502059,0.559802578375667,1,0,0,0,1,0,0,-1.02736282330994,1.23259887250509,1.38565545042224,-0.207698474525451,1.62415319466707,-0.924311211315714,0,0,0,0,0,1,1914,0,1,0,0,0,0,-1.35830279647963,0.863920332901789,-0.110810782616833,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,2,2,3,2,3,0,2,2,7,1,1,0,3,3,2,0,1,0.297607266471232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8414159318498,2.30258509299405,200610,0,0,,,,,120,12.0389432907104
