MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HasLotFrontage,HasMasVnr,HasGarageYr,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,SalePriceLog
20,RL,-1.72562055202678,0.355061104678971,Pave,NA,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.444444444444444,0.625,-0.30749193459048,-1.06575677044218,Hip,CompShg,HdBoard,Plywood,None,-0.567015949674981,CBlock,737,0,175,912,GasA,Y,SBrkr,-0.631111259416273,-0.785025043886639,-0.101197016502059,-1.16363898552046,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.203812147141015,1,352,0.365915964936219,-0.702842766617084,-0.359600750132276,-0.103330530851366,2.8471453325503,-0.0631501734693743,NA,NA,-0.0895919598967582,1.02675337864856,0.157645529176217,WD,Normal,-2.23744784062252,0.0891178374416516,0.24001811525835,1,2,2,2,2,3,0,3,3,7,5,1,2,3,1,1,0,1,-0.250997476711292,11.8775685785581
20,RL,0.992752969742877,0.0613628819725286,Pave,NA,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.666666666666667,0.5,1.14531243971289,1.08830509417442,Gable,CompShg,VinylSd,VinylSd,Stone,1.14416433404151,PConc,0,0,1494,1494,GasA,Y,SBrkr,0.85246666247484,-0.785025043886639,-0.101197016502059,-0.0133603270485046,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.301674894323861,3,840,0.524012589687193,-0.214416379816877,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,0.658333819671898,-0.602961577708392,New,Partial,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,3,4,3,3,4,3,3,7,1,1,2,3,2,3,0,2,0.297607266471232,12.5407575715773
20,RL,-1.72562055202678,0.0953486866725832,Pave,NA,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.555555555555556,0.5,-0.373528497058814,-1.16149285331403,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.618507645579581,CBlock,733,0,520,1253,GasA,Y,SBrkr,0.238132849458073,-0.785025043886639,-0.101197016502059,-0.489678465694109,1,0,-1.02736282330994,1.23259887250509,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.199363840450886,1,352,-0.740760408320604,2.44972754818425,2.38041360345037,-0.103330530851366,-0.285935458023539,-0.0631501734693743,GdWo,NA,-0.0895919598967582,-0.446924857258089,0.157645529176217,WD,Normal,-2.23744784062252,0.0891178374416516,0.24001811525835,1,2,2,2,2,3,2,3,3,7,4,1,2,3,2,1,0,2,-0.250997476711292,11.9640010843304
45,RM,-0.202136490375653,-0.513352293029888,Pave,NA,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.666666666666667,0.875,-1.39709521531801,0.801096845558871,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.567015949674981,BrkTil,0,0,832,832,GasA,Y,FuseA,-0.778959231013669,-0.785025043886639,-0.101197016502059,-1.2782715666053,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.268312594147891,2,576,-0.361328508918265,0.954846788583617,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,GdPrv,NA,-0.0895919598967582,0.289914260695236,-0.602961577708392,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,2,4,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,11.7905572015685
20,RL,-1.72562055202678,0.136055564690186,Pave,NA,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.555555555555556,0.75,-0.0433456847171399,-0.682812438954785,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.439560687805308,CBlock,578,0,426,1004,GasA,Y,SBrkr,-0.3965937872273,-0.785025043886639,-0.101197016502059,-0.981807994834174,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.221605373901533,2,480,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,Shed,1.14431217701959,-1.18376397521141,1.67885974294543,WD,Normal,-2.23744784062252,0.0891178374416516,0.24001811525835,1,2,2,4,2,3,3,3,3,7,5,1,2,3,2,1,0,3,-0.250997476711292,11.9117015849276
90,RL,0.425180476186576,0.0789898478430793,Pave,NA,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,0.333333333333333,0.5,-0.142400528419642,-0.826416563262558,Gable,CompShg,MetalSd,MetalSd,None,-0.567015949674981,Slab,0,0,0,0,GasA,Y,SBrkr,0.347744276676833,-0.785025043886639,-0.101197016502059,-0.404692241786387,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,4.45593111885755,-0.287758288825272,-0.924311211315714,CarPort,0.214932913866338,2,516,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,Shed,0.791768137900632,1.39517293762522,-1.363568684593,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,0,2,2,2,2,0,0,3,3,7,0,0,2,3,3,0,0,1,-4.91413779376274,11.4075649493124
20,RL,0.245947057168796,0.447253940563074,Pave,NA,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,0.444444444444444,0.5,1.07927587724455,0.944700969866644,Gable,CompShg,VinylSd,VinylSd,None,-0.567015949674981,PConc,646,0,468,1114,GasA,Y,SBrkr,-0.116192461783962,-0.785025043886639,-0.101197016502059,-0.76440137553535,1,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,0.297226587633731,2,576,-0.740760408320604,0.806838792583555,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,-0.0785052982814264,0.157645529176217,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,2,4,3,3,0,3,3,7,6,1,2,3,3,1,0,1,-0.250997476711292,11.9766594812024
20,RL,0.365436003180649,-0.330741999119147,Pave,NA,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.444444444444444,0.625,-0.439565059527149,-0.922152646134407,Hip,CompShg,BrkFace,Plywood,None,-0.567015949674981,CBlock,504,0,525,1029,GasA,Y,SBrkr,0.457355703895592,-0.785025043886639,-0.101197016502059,-0.319706017878665,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.194915533760756,1,294,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,MnPrv,NA,-0.0895919598967582,-0.446924857258089,0.918252636060826,COD,Abnorml,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,2,2,2,3,0,3,3,6,2,1,2,3,3,1,0,1,-0.250997476711292,11.8422292121128
60,RL,1.29147533477251,0.513196546697509,Pave,NA,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0.777777777777778,0.5,1.11229415847872,1.04043705273849,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.55797917389452,PConc,0,0,1158,1158,GasA,Y,SBrkr,-0.00403193160662721,2.05659975358964,-0.101197016502059,1.7298454749657,0,0,2.59009445201179,1.23259887250509,1.38565545042224,-0.207698474525451,1.62415319466707,0.623631660646747,BuiltIn,0.299450740978796,3,853,1.15639908869109,1.57648037178388,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,1.76359249660188,-1.363568684593,New,Partial,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,3,4,3,3,4,3,3,7,1,1,2,3,2,3,0,2,1.66911912442754,12.6925031124614
45,RM,-0.0229030713578732,-0.344818209274766,Pave,Grvl,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,0.666666666666667,0.75,-1.36407693408384,-1.64017326767327,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.567015949674981,PConc,0,0,637,637,GasA,Y,FuseF,-0.131487079535417,-0.785025043886639,-0.101197016502059,-0.776259918406195,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.132639240098946,1,280,-0.740760408320604,-0.702842766617084,2.8318932412566,-0.103330530851366,-0.285935458023539,-0.0631501734693743,GdPrv,NA,-0.0895919598967582,-0.0785052982814264,-0.602961577708392,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,2,4,3,3,4,3,3,7,1,1,0,3,3,1,0,1,-0.250997476711292,11.8451027773086
20,RL,0.514797185695465,-0.0540366787627316,Pave,NA,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.777777777777778,0.5,1.01323931477622,0.848964886994795,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.00436202328036,PConc,0,0,1777,1777,GasA,Y,SBrkr,1.61974665300615,-0.785025043886639,-0.101197016502059,0.581543240305549,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.292778280943602,2,534,0.610965733300229,1.65048436978391,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,1.02675337864856,0.157645529176217,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,3,4,3,3,4,3,3,7,1,1,2,3,3,1,0,2,0.297607266471232,12.3458345879053
120,RM,-0.411242145896396,-0.753789180012364,Pave,NA,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,0.444444444444444,0.75,0.154764002687865,-0.395604190339239,Gable,CompShg,CemntBd,CmentBd,None,-0.567015949674981,PConc,840,0,200,1040,GasA,Y,SBrkr,-0.253844021547055,-0.785025043886639,-0.101197016502059,-0.871128261372955,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.234950293971921,2,572,0.0497227154342694,0.925245189383605,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,-0.0785052982814264,-0.602961577708392,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,2,2,2,3,3,3,3,7,6,1,2,3,3,1,0,1,0.297607266471232,11.7745202026587
20,RL,-1.72562055202678,-0.243748484103335,Pave,NA,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.444444444444444,0.875,-0.109382247185475,0.801096845558871,Gable,CompShg,Plywood,Plywood,None,-0.567015949674981,CBlock,188,668,204,1060,GasA,Y,SBrkr,-0.253844021547055,-0.785025043886639,-0.101197016502059,-0.871128261372955,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.217157067211403,1,270,2.46860107412418,0.62922919738348,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,MnPrv,NA,-0.0895919598967582,-0.446924857258089,1.67885974294543,WD,Normal,-2.23744784062252,0.0891178374416516,0.24001811525835,1,3,2,4,3,3,3,3,3,7,3,5,2,3,2,2,0,1,-0.250997476711292,11.9447078813958
20,RL,1.56032546329918,0.515098737259079,Pave,NA,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0.777777777777778,0.5,1.17833072094706,1.08830509417442,Gable,CompShg,VinylSd,VinylSd,Stone,3.01192320581049,PConc,0,0,1566,1566,GasA,Y,SBrkr,1.12267157608387,-0.785025043886639,-0.101197016502059,0.196140597003089,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.303899047668925,3,890,-0.740760408320604,0.126002010983267,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,0.289914260695236,0.918252636060826,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,3,4,3,3,4,3,3,7,1,1,2,3,3,1,0,2,0.297607266471232,12.4541039123522
20,RL,0.0667136381510165,-0.376394572596832,Pave,NA,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.444444444444444,0.75,-0.670693028166321,0.753228804122946,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.567015949674981,CBlock,234,486,180,900,GasA,Y,SBrkr,-0.661700494919182,-0.785025043886639,-0.101197016502059,-1.18735607126215,0,1,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.299450740978796,2,576,1.01411212641521,-0.229217179416884,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,-0.446924857258089,1.67885974294543,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,2,2,3,3,0,3,3,7,4,3,2,3,3,2,0,1,-0.250997476711292,11.8115474774603
20,RL,1.20185862526362,0.166110175562996,Pave,NA,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0.777777777777778,0.5,1.17833072094706,1.13617313561034,Gable,CompShg,VinylSd,VinylSd,Stone,0.551402536414229,PConc,1218,0,486,1704,GasA,Y,SBrkr,1.38777828377576,-0.785025043886639,-0.101197016502059,0.401688673431068,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.30612320101399,3,772,-0.740760408320604,0.0371972133832291,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,-0.446924857258089,1.67885974294543,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,3,4,3,3,4,3,3,7,6,1,2,3,3,1,0,2,1.66911912442754,12.6313403809345
20,RL,-0.321625436387506,0.780264101541968,Pave,NA,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.444444444444444,0.625,-0.472583340761317,0.609624679815173,Gable,CompShg,MetalSd,MetalSd,None,-0.567015949674981,CBlock,1277,0,207,1484,GasA,Y,SBrkr,1.12267157608387,-0.785025043886639,-0.101197016502059,0.196140597003089,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.287758288825272,2.17157453260921,Attchd,0.192691380415692,1,319,1.53583098809343,3.11576353018453,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NA,NA,-0.0895919598967582,2.13201205557855,-1.363568684593,WD,Normal,0.44693779307133,0.0891178374416516,0.24001811525835,1,2,2,2,2,3,4,3,3,7,4,1,2,3,2,4,0,2,-0.250997476711292,12.2428866186529
